#DEPTH,CASE,POR,Vma,Vsh,Sw,Sh,Sxo,Vma1,Vma2,Vma3,Shm,Shr,DEN,AC,CNL,RT,RXO,GR,SP,CAL
1500.0,非储层,1.7124795383339122,23.72069454202559,74.56682591964051,94.20010801031282,5.799891989687178,94.22573461066843,20.663371749302957,3.0336020981806056,0.023720694542024925,0.025626600355598536,5.774265389331578,2.3388585514485536,194.58544593257102,27.669115685496664,0.5466314967532424,0.5494024752582874,165.57591260831336,63.013187791307686,22.20439167201117
1500.125,非储层,1.7487833765388432,21.871944643930462,76.3792719795307,92.9148317948316,7.085168205168402,92.94088862957827,19.052904300799515,2.79716839848702,0.021871944643929095,0.02605683474666952,7.059111370421734,2.4774915252506724,199.25380111842503,27.669115685496664,0.5466314967532424,0.5494024752582874,165.73042787544028,61.7844414917965,22.07874447209609
1500.25,非储层,1.7422783135410815,19.98599660459074,78.27172508186818,93.93219580496745,6.0678041950325445,93.95901433465829,17.41003312062799,2.5559774873581578,0.01998599660459066,0.026818529690838974,6.040985665341703,2.351572345356704,203.49634031410957,28.565741790715734,0.5305171733835623,0.5334559454871477,164.8934809412132,63.489065926124724,21.88718256941807
1500.375,非储层,1.7096278659926487,19.579445570414254,78.71092656359309,94.97017362054261,5.029826379457392,94.99638163567637,17.05588180607146,2.5039843187723796,0.01957944557041298,0.026208015133763685,5.003618364323625,2.542702442748486,214.17017157542577,29.013653953316243,0.517267207680745,0.5202922764186835,161.95803751473372,63.856911305445024,22.001257659087422
1500.5,非储层,1.7318961428826347,18.762568963844593,79.50553489327277,97.55722551006639,2.442774489933619,97.58301646950855,16.344291133001036,2.3995152618797158,0.01876256896384404,0.025790959442158878,2.4169835304914566,2.3694190852126003,210.55901107303296,29.28030365935211,0.5024132552907633,0.5054911998724649,163.0637501324064,63.81625292542821,21.92180475504998
1500.625,非储层,1.747881891118997,18.78028129474172,79.47183681413928,99.96391783895727,0.036082161042727545,99.99,16.35972054959023,2.4017804638567486,0.018780281294741505,0.026082161042724532,0.009999999999998899,2.3271335243968125,223.93342267009245,29.304395688263437,0.4935255257144571,0.4966485768221917,159.8156759087122,63.996225391571265,21.775118241515237
1500.75,非储层,1.780457249624397,19.509496398450644,78.71004635192496,99.96409519633113,0.03590480366887361,99.99,16.994948272220704,2.4950386298314906,0.01950949639844962,0.025904803668878495,0.009999999999998899,2.426997475184343,207.10583324443,29.395377088649724,0.4865005899431787,0.489697580958997,164.61091294199554,63.40710119963599,21.99872222197515
1500.875,非储层,1.7681021152182916,18.427197142875972,79.80470074190573,98.85280813716545,1.14719186283454,98.87832534491463,16.052144855469503,2.3566250902635946,0.01842719714287601,0.02551720774917609,1.1216746550853696,2.4368902719801713,213.78561649813915,29.284677021407933,0.4851778342990748,0.4883728813045335,169.88557650822835,63.07280601236241,22.021921492401525
1501.0,非储层,1.7507783048263597,19.869908864885698,78.37931283028794,99.96488694653954,0.035113053460467114,99.99,17.308907746039498,2.5411312099813155,0.01986990886488557,0.02511305346046436,0.009999999999998899,2.3630144938810744,211.6148720323029,29.0342689073444,0.49040352426002953,0.49353788589497616,177.12035179587545,63.840332114569655,21.896295664583093
1501.125,非储层,1.7270773180912686,21.52596610992169,76.74695657198704,99.34215610330116,0.6578438966988398,99.36755333029352,18.75151839269146,2.7529217511203092,0.0215259661099209,0.02539722699236388,0.6324466697064768,2.331228573297311,210.0544915871223,28.806401764210463,0.49947483776723434,0.5025588545689603,159.25086509660042,63.24453757533265,22.062081638739222
1501.25,非储层,1.768529680369793,22.092675165572185,76.13879515405803,96.37784887482374,3.622151125176265,96.40314324038081,19.245185214708663,2.8253972756979504,0.022092675165571313,0.02529436555707963,3.5968567596191825,2.5222615040917877,212.6569217795462,28.47338571232877,0.5070319976561172,0.5100150483260693,160.73527636704367,62.31465240010094,21.91241759303199
1501.375,非储层,1.716726093706078,22.110066830467833,76.17320707582608,97.70012826292633,2.2998717370736665,97.72502696209716,19.26033529543001,2.827621468207357,0.02211006683046808,0.024898699170825635,2.274973037902839,2.302402427403357,217.58861989349424,28.12359806286449,0.5138842920414184,0.5167610289866289,166.4505640786946,62.95361862251943,22.167428227213055
