#DEPTH,CASE,POR,Vma,Vsh,Sw,Sh,Sxo,Vma1,Vma2,Vma3,Shm,Shr,DEN,AC,CNL,RT,RXO,GR,SP,CAL
1500.0,非储层,2.7934451534434985,9.32205311904919,87.88450172750731,93.87919906057735,6.120800939422644,95.73834051539532,7.636772831410077,1.0469823997178516,0.6382978879212612,1.8591414548179572,4.261659484604685,2.683018661454967,232.30569165028845,32.62170306260317,0.447624732433318,0.4461910522812036,185.26166385631765,66.97982527220886,21.928823736221144
1500.125,非储层,2.876570574220924,9.359804843205655,87.76362458257341,92.39057530150163,7.60942469849838,94.28132771489098,7.667699638809173,1.0512223874379445,0.6408828169585365,1.8907524133893516,5.718672285109028,2.728606886694328,236.25295098666032,32.62170306260317,0.447624732433318,0.4461910522812036,175.17750786202953,66.54859348279356,21.896786798708803
1500.25,非储层,2.807827420791043,11.47405670849233,85.71811587071663,91.2510570260668,8.748942973933193,93.1423532001117,9.399728087626487,1.2886791432895528,0.7856494775762909,1.891296174044895,6.857646799888295,2.673761192440594,223.41190222684864,32.370343013470254,0.4612446114070725,0.4590422096039858,180.98152266318732,66.28796492928593,21.801049246929665
1500.375,非储层,2.7312088925547178,10.155634350257314,87.11315675718797,90.93387312915398,9.066126870846025,92.8013155378234,8.31965571332106,1.1406039299391963,0.6953747069970582,1.867442408669415,7.198684462176608,2.790580595783423,239.36083091573002,32.47735306938061,0.4614122805069444,0.4592701323611327,188.03485381054497,65.52320366440982,21.84655133459453
1500.5,非储层,2.780499929645495,8.244362562618313,88.97513750773619,92.46406697284014,7.535933027159858,94.3342971964777,6.7539117430945925,0.9259443590077434,0.5645064605159764,1.8702302236375745,5.665702803522288,2.8589587042462203,243.0352215524672,32.50759099878806,0.4612168838883283,0.45896744277887064,182.61673978338806,66.44541753872116,22.02701159609305
1500.625,非储层,2.792148075175212,9.109665724601246,88.09818620022354,92.28774883645082,7.712251163549178,94.21039011167413,7.462781730636403,1.0231286562271031,0.6237553377377396,1.9226412752233073,5.7896098883258755,2.4083680081904686,246.2947835177458,32.742917436153746,0.45375544873355167,0.4518852448293988,189.95600147465058,67.63890863324109,22.05522569080722
1500.75,非储层,2.7498338518070207,8.848250986405205,88.40191516178778,93.98933083766117,6.0106691623388215,95.89551588656676,7.248626657189522,0.9937685328269459,0.6058557963887361,1.906185048905586,4.104484113433237,2.7226617065127714,242.6639298271574,32.89389618717493,0.44921695568290065,0.4475203869762226,168.44669505413862,67.67378355387578,22.005061934948785
1500.875,非储层,2.6810833238492813,8.489989786823893,88.82892688932684,92.51079392781539,7.489206072184618,94.43665645837065,6.955133436268035,0.953531348413466,0.5813250021423917,1.925862530555268,5.563343541629351,2.6508933175631535,237.9608352782731,33.08967579878977,0.4429167171783529,0.44162828387708253,177.70649506002627,66.13547920015858,22.04402628791683
1501.0,非储层,2.7169405141865552,6.063557537701669,91.21950194811178,94.97516499133539,5.024835008664608,96.87737822968201,4.967361897025418,0.6810128563500049,0.41518278432624656,1.9022132383466217,3.1226217703179904,2.6674738323894487,251.64584852302244,33.198285434176334,0.43759612006357573,0.4365627180077909,172.06131817106842,66.29735204279253,22.31845147059852
1501.125,非储层,2.718531211262696,7.8659853206812125,89.4154834680561,95.13676201979527,4.863237980204726,97.0459578987737,6.443939143244845,0.8834478930787515,0.5385982843576159,1.9091958789784185,2.9540421012263063,2.793297362730251,231.77871777010537,33.524745348217465,0.43235059700348144,0.43191707485237885,183.68051052617807,66.80871675615836,22.08039385238199
