#DEPTH,CASE,POR,Vma,Vsh,Sw,Sh,Sxo,Vma1,Vma2,Vma3,Shm,Shr,DEN,AC,CNL,RT,RXO,GR,SP,CAL
1500.0,非储层,2.4213653884339057,43.232802549581365,54.34583206198474,92.58055322253563,7.419446777464367,93.20087672734894,36.15122434627981,4.319296853405048,2.762281349896499,0.6203235048133,6.799123272651064,2.308025671735824,165.7714458757249,20.237129466301155,0.721758597349212,0.7200526519095993,180.16087274170548,58.30382967831652,22.191142862924302
1500.125,非储层,2.3577278820413876,41.958246663177064,55.68402545478155,94.84081239635088,5.1591876036491175,95.44708997721848,35.0854420450184,4.191958700313507,2.680845917845161,0.6062775808676013,4.55291002278152,2.004843935737061,161.82683626188168,20.237129466301155,0.721758597349212,0.7200526519095993,182.72060368827061,56.27998966253805,21.89213140977923
1500.25,非储层,2.412586686349399,43.292174394457724,54.295238919192876,95.26184092660499,4.73815907339501,95.87003701347676,36.200871020966616,4.325228567465483,2.7660748060256264,0.6081960868717755,4.129962986523239,2.2830250292955947,151.26669275703355,20.20391461425154,0.7048115316414605,0.703334838910225,179.72644805535526,55.064494284897144,21.97013788189483
1500.375,非储层,2.424568052720264,44.47757939390754,53.09785255337219,97.05784557130578,2.9421544286942214,97.6741785339899,37.19210544365215,4.443659846082274,2.8418141041731153,0.6163329626841265,2.3258214660100918,2.239776927875425,158.78490773440112,20.125229910001412,0.6997653614089137,0.6983865281024205,172.7000624296275,54.984246617945004,22.127567967193713
1500.5,非储层,2.387451610210636,43.94640578958525,53.66614260020411,96.63959126317576,3.3604087368242386,97.24118727631961,36.747938630393755,4.390591427139738,2.8078757320517576,0.6015960131438441,2.7588127236803928,2.1835254947084937,151.89594617109293,19.952011472015958,0.7068942629635571,0.70549494023524,169.8404794449301,56.39609740044295,22.01188126800678
1500.625,非储层,2.3216163664599363,43.886478146082794,53.79190548745727,94.27122914446524,5.728770855534759,94.85990945343306,36.6978271974762,4.384604184427095,2.8040467641794997,0.5886803089678245,5.140090546566933,2.049389353456378,171.5864454584566,19.947034067795652,0.711096833170261,0.7096375577140106,172.50739734589126,56.854698748214005,21.946777042774976
1500.75,非储层,2.364320926127784,43.473256543579474,54.162422530292744,93.20601117360775,6.793988826392249,93.80521216814338,36.35229172496792,4.3433200977569175,2.777644720854635,0.5992009945356368,6.194787831856619,2.2619780869699215,160.98408491756487,20.031831561615473,0.7152981238256964,0.7137165656281604,168.6861850859921,55.784286456707335,21.960303850875814
1500.875,非储层,2.303190568039963,43.82145656026187,53.87535287169817,93.3426845460324,6.657315453967605,93.94461628692778,36.643456215311275,4.3781080168303355,2.799892328120262,0.601931740895389,6.0553837130722155,1.9666251058161481,179.02909369282156,20.140674209657004,0.7216962236640407,0.7199530258117273,169.52725555295618,57.04986769274228,22.016479596087496
1501.0,非储层,2.251455413788869,43.097715065206266,54.650829521004866,91.41052735746631,8.589472642533691,91.99879763966852,36.03826433290992,4.3058005517131415,2.7536501805832043,0.5882702822022223,8.001202360331472,2.0685378405584656,151.88505751457214,20.12283368622361,0.7274521747845513,0.725553347405588,176.41463056882242,55.68992780684751,21.943799796785463
1501.125,非储层,2.1960481858108847,44.28401760462438,53.51993420956474,91.75704281524189,8.242957184758115,92.35811803264897,37.0302492775797,4.42432150162886,2.8294468254158245,0.6010752174070914,7.641881967351027,1.9589491335888858,151.76836297958096,19.9465485231377,0.7392107681506508,0.7371791101372508,190.19661718003576,56.55595117573759,22.06909469475681
1501.25,非储层,2.2554970426083565,45.56713523591074,52.177367721480906,90.77003741370878,9.229962586291219,91.36339564122949,38.10319090097092,4.552515040343074,2.911429294596741,0.5933582275207132,8.636604358770505,2.1094951166646325,160.18999998539437,19.84387141307294,0.7450688824495215,0.742997920133524,180.8208850332556,54.890846822602825,22.0607048511896
1501.375,非储层,2.246238731588006,45.019320256213234,52.734441012198765,92.35483581931746,7.64516418068254,92.94145054633407,37.64510858700146,4.497784017172833,2.8764276520389447,0.5866147270166099,7.05854945366593,2.4196738477007944,163.99759159787075,19.536672640210167,0.7590568169986656,0.7569748908838365,175.5237383951879,57.95746998293257,22.2233246701903
1501.5,非储层,2.310656415326066,46.410125671357704,51.27921791331623,90.39552614231941,9.604473857680585,90.97544832432723,38.808098622802305,4.63673641209201,2.9652906364633886,0.5799221820078218,9.024551675672765,2.220380200847369,148.61509248963867,19.268053577059828,0.7740981801644741,0.7720943854403599,182.6331494156122,54.36838634334255,22.06711694618802
1501.625,非储层,2.3389101706363746,47.149661666946294,50.511428162417324,89.76926159468087,10.230738405319128,90.33203901398957,39.426497850055995,4.710621871982385,3.012541944907915,0.5627774193087026,9.667960986010426,2.07257325006209,145.93817565848846,19.095865188712615,0.7824141040558825,0.7804763844802701,173.37498381143607,56.798518981266746,22.015387541055524
1501.75,非储层,2.3686421649151272,47.35896902206388,50.272388813020996,90.21977187684811,9.78022812315189,90.79763597177416,39.60152044183695,4.731533322247888,3.0259152579790345,0.5778640949260478,9.20236402822584,2.148263534336528,160.7566549659284,18.923764417873805,0.7975836104841502,0.7956652773672115,158.21972951242648,56.08084208236315,21.988641262860785
